( 1 ,  -1 ,  0  )
( -586 ,  531 ,  55  )
( -585 ,  531 ,  54  )
( -585 ,  532 ,  53  )
( -585 ,  533 ,  52  )
( -585 ,  534 ,  51  )
( -584 ,  534 ,  50  )
( -584 ,  535 ,  49  )
( -583 ,  535 ,  48  )
( -583 ,  536 ,  47  )
( -583 ,  537 ,  46  )
( -583 ,  538 ,  45  )
( -583 ,  539 ,  44  )
( -583 ,  540 ,  43  )
( -583 ,  541 ,  42  )
( -582 ,  541 ,  41  )
( -582 ,  542 ,  40  )
( -582 ,  543 ,  39  )
( -582 ,  544 ,  38  )
( -582 ,  545 ,  37  )
( -583 ,  546 ,  37  )
( -583 ,  547 ,  36  )
( -583 ,  548 ,  35  )
( -583 ,  549 ,  34  )
( -583 ,  550 ,  33  )
( -583 ,  551 ,  32  )
( -583 ,  552 ,  31  )
( -583 ,  553 ,  30  )
( -583 ,  554 ,  29  )
( -583 ,  553 ,  30  )
( -583 ,  554 ,  29  )
( -583 ,  555 ,  28  )
( -583 ,  556 ,  27  )
( -582 ,  555 ,  27  )
( -582 ,  556 ,  26  )
( -582 ,  557 ,  25  )
( -582 ,  558 ,  24  )
( -582 ,  559 ,  23  )
( -582 ,  560 ,  22  )
( -582 ,  561 ,  21  )
( -582 ,  562 ,  20  )
( -582 ,  563 ,  19  )
( -582 ,  564 ,  18  )
( -583 ,  565 ,  18  )
( -583 ,  564 ,  19  )
( -583 ,  565 ,  18  )
( -584 ,  565 ,  19  )
( -584 ,  566 ,  18  )
( -585 ,  566 ,  19  )
( -585 ,  567 ,  18  )
( -585 ,  566 ,  19  )
( -585 ,  567 ,  18  )
( -585 ,  568 ,  17  )
( -585 ,  569 ,  16  )
( -585 ,  570 ,  15  )
( -585 ,  571 ,  14  )
( -585 ,  572 ,  13  )
( -585 ,  573 ,  12  )
( -584 ,  572 ,  12  )
( -584 ,  573 ,  11  )
( -584 ,  574 ,  10  )
( -585 ,  575 ,  10  )
( -585 ,  576 ,  9  )
( -586 ,  577 ,  9  )
( -586 ,  576 ,  10  )
( -586 ,  577 ,  9  )
( -586 ,  578 ,  8  )
( -586 ,  579 ,  7  )
( -585 ,  579 ,  6  )
( -585 ,  580 ,  5  )
( -584 ,  580 ,  4  )
( -583 ,  580 ,  3  )
( -583 ,  581 ,  2  )
( -583 ,  582 ,  1  )
( -584 ,  583 ,  1  )
( -585 ,  584 ,  1  )
( -585 ,  585 ,  0  )
( -586 ,  585 ,  1  )
( -586 ,  586 ,  0  )
( -585 ,  585 ,  0  )
( -585 ,  586 ,  -1  )
( -585 ,  587 ,  -2  )
( -585 ,  588 ,  -3  )
( -585 ,  589 ,  -4  )
( -585 ,  590 ,  -5  )
( -585 ,  591 ,  -6  )
( -584 ,  591 ,  -7  )
( -584 ,  590 ,  -6  )
( -584 ,  591 ,  -7  )
( -583 ,  591 ,  -8  )
( -582 ,  591 ,  -9  )
( -581 ,  590 ,  -9  )
( -582 ,  590 ,  -8  )
( -581 ,  590 ,  -9  )
( -581 ,  591 ,  -10  )
( -581 ,  592 ,  -11  )
( -580 ,  591 ,  -11  )
( -581 ,  592 ,  -11  )
( -581 ,  593 ,  -12  )
( -581 ,  594 ,  -13  )
( -581 ,  595 ,  -14  )
( -581 ,  596 ,  -15  )
( -580 ,  596 ,  -16  )
( -579 ,  596 ,  -17  )
( -579 ,  597 ,  -18  )
( -579 ,  598 ,  -19  )
( -579 ,  599 ,  -20  )
( -580 ,  599 ,  -19  )
( -580 ,  598 ,  -18  )
( -580 ,  599 ,  -19  )
( -580 ,  600 ,  -20  )
( -580 ,  601 ,  -21  )
( -580 ,  602 ,  -22  )
( -580 ,  603 ,  -23  )
( -579 ,  603 ,  -24  )
( -579 ,  604 ,  -25  )
( -579 ,  605 ,  -26  )
( -578 ,  605 ,  -27  )
( -577 ,  605 ,  -28  )
( -576 ,  605 ,  -29  )
( -575 ,  605 ,  -30  )
( -574 ,  605 ,  -31  )
( -573 ,  605 ,  -32  )
( -573 ,  606 ,  -33  )
( -573 ,  607 ,  -34  )
( -572 ,  607 ,  -35  )
( -572 ,  608 ,  -36  )
( -572 ,  607 ,  -35  )
( -572 ,  608 ,  -36  )
( -572 ,  609 ,  -37  )
( -572 ,  610 ,  -38  )
( -571 ,  610 ,  -39  )
( -571 ,  611 ,  -40  )
( -571 ,  612 ,  -41  )
( -571 ,  613 ,  -42  )
( -571 ,  614 ,  -43  )
( -570 ,  614 ,  -44  )
( -570 ,  615 ,  -45  )
( -569 ,  615 ,  -46  )
( -569 ,  616 ,  -47  )
( -568 ,  616 ,  -48  )
( -568 ,  617 ,  -49  )
( -568 ,  616 ,  -48  )
( -568 ,  617 ,  -49  )
( -568 ,  618 ,  -50  )
( -568 ,  619 ,  -51  )
( -567 ,  619 ,  -52  )
( -567 ,  620 ,  -53  )
( -567 ,  621 ,  -54  )
( -567 ,  622 ,  -55  )
( -567 ,  623 ,  -56  )
( -567 ,  624 ,  -57  )
( -566 ,  623 ,  -57  )
( -566 ,  624 ,  -58  )
( -566 ,  625 ,  -59  )
( -566 ,  626 ,  -60  )
( -566 ,  627 ,  -61  )
( -565 ,  626 ,  -61  )
( -564 ,  626 ,  -62  )
( -564 ,  625 ,  -61  )
( -564 ,  626 ,  -62  )
( -564 ,  627 ,  -63  )
( -563 ,  626 ,  -63  )
( -563 ,  627 ,  -64  )
( -562 ,  627 ,  -65  )
( -562 ,  628 ,  -66  )
( -561 ,  628 ,  -67  )
( -561 ,  629 ,  -68  )
( -560 ,  629 ,  -69  )
( -559 ,  629 ,  -70  )
( -559 ,  630 ,  -71  )
( -559 ,  631 ,  -72  )
( -559 ,  632 ,  -73  )
( -559 ,  633 ,  -74  )
( -559 ,  634 ,  -75  )
( -559 ,  635 ,  -76  )
( -559 ,  636 ,  -77  )
( -559 ,  637 ,  -78  )
( -558 ,  637 ,  -79  )
( -557 ,  637 ,  -80  )
( -557 ,  638 ,  -81  )
( -557 ,  639 ,  -82  )
( -556 ,  639 ,  -83  )
( -555 ,  638 ,  -83  )
( -554 ,  638 ,  -84  )
( -554 ,  639 ,  -85  )
( -554 ,  640 ,  -86  )
( -554 ,  641 ,  -87  )
( -554 ,  642 ,  -88  )
( -553 ,  642 ,  -89  )
( -553 ,  643 ,  -90  )
( -552 ,  643 ,  -91  )
( -551 ,  643 ,  -92  )
( -552 ,  643 ,  -91  )
( -552 ,  644 ,  -92  )
( -551 ,  644 ,  -93  )
( -551 ,  645 ,  -94  )
( -552 ,  646 ,  -94  )
( -553 ,  647 ,  -94  )
( -553 ,  648 ,  -95  )
( -553 ,  649 ,  -96  )
( -552 ,  648 ,  -96  )
( -552 ,  649 ,  -97  )
( -553 ,  650 ,  -97  )
( -554 ,  650 ,  -96  )
( -554 ,  651 ,  -97  )
( -555 ,  651 ,  -96  )
( -555 ,  652 ,  -97  )
( -555 ,  653 ,  -98  )
( -555 ,  654 ,  -99  )
( -554 ,  653 ,  -99  )
( -553 ,  652 ,  -99  )
( -553 ,  653 ,  -100  )
( -553 ,  652 ,  -99  )
( -553 ,  653 ,  -100  )
( -553 ,  652 ,  -99  )
( -552 ,  652 ,  -100  )
( -551 ,  652 ,  -101  )
( -550 ,  652 ,  -102  )
( -550 ,  653 ,  -103  )
( -550 ,  654 ,  -104  )
( -550 ,  653 ,  -103  )
( -549 ,  653 ,  -104  )
( -549 ,  654 ,  -105  )
( -549 ,  655 ,  -106  )
( -548 ,  655 ,  -107  )
( -548 ,  656 ,  -108  )
( -547 ,  656 ,  -109  )
( -547 ,  657 ,  -110  )
( -546 ,  657 ,  -111  )
( -546 ,  658 ,  -112  )
( -545 ,  658 ,  -113  )
( -545 ,  659 ,  -114  )
( -544 ,  658 ,  -114  )
( -543 ,  658 ,  -115  )
( -543 ,  659 ,  -116  )
( -543 ,  660 ,  -117  )
( -543 ,  661 ,  -118  )
( -542 ,  661 ,  -119  )
( -542 ,  662 ,  -120  )
( -542 ,  663 ,  -121  )
( -541 ,  663 ,  -122  )
( -541 ,  664 ,  -123  )
( -542 ,  665 ,  -123  )
( -541 ,  665 ,  -124  )
( -540 ,  665 ,  -125  )
( -539 ,  665 ,  -126  )
( -539 ,  666 ,  -127  )
( -540 ,  666 ,  -126  )
( -539 ,  666 ,  -127  )
( -538 ,  666 ,  -128  )
( -537 ,  666 ,  -129  )
( -536 ,  666 ,  -130  )
( -535 ,  666 ,  -131  )
( -535 ,  667 ,  -132  )
( -536 ,  668 ,  -132  )
( -536 ,  669 ,  -133  )
( -537 ,  669 ,  -132  )
( -537 ,  670 ,  -133  )
( -536 ,  670 ,  -134  )
( -535 ,  670 ,  -135  )
( -535 ,  671 ,  -136  )
( -535 ,  672 ,  -137  )
( -535 ,  673 ,  -138  )
( -535 ,  674 ,  -139  )
( -534 ,  674 ,  -140  )
( -533 ,  674 ,  -141  )
( -533 ,  675 ,  -142  )
( -533 ,  676 ,  -143  )
( -533 ,  677 ,  -144  )
( -533 ,  678 ,  -145  )
( -533 ,  679 ,  -146  )
( -532 ,  679 ,  -147  )
( -531 ,  679 ,  -148  )
( -531 ,  680 ,  -149  )
( -531 ,  679 ,  -148  )
( -530 ,  678 ,  -148  )
( -529 ,  678 ,  -149  )
( -530 ,  678 ,  -148  )
( -529 ,  678 ,  -149  )
( -529 ,  679 ,  -150  )
( -528 ,  679 ,  -151  )
( -529 ,  680 ,  -151  )
( -529 ,  681 ,  -152  )
( -528 ,  681 ,  -153  )
( -528 ,  680 ,  -152  )
( -528 ,  681 ,  -153  )
( -528 ,  682 ,  -154  )
( -528 ,  683 ,  -155  )
( -528 ,  684 ,  -156  )
( -528 ,  685 ,  -157  )
( -528 ,  686 ,  -158  )
( -529 ,  687 ,  -158  )
( -529 ,  688 ,  -159  )
( -528 ,  688 ,  -160  )
( -529 ,  689 ,  -160  )
( -528 ,  689 ,  -161  )
( -528 ,  690 ,  -162  )
( -528 ,  691 ,  -163  )
( -528 ,  692 ,  -164  )
( -529 ,  693 ,  -164  )
( -529 ,  694 ,  -165  )
( -528 ,  694 ,  -166  )
( -528 ,  695 ,  -167  )
( -527 ,  695 ,  -168  )
( -527 ,  696 ,  -169  )
( -527 ,  697 ,  -170  )
( -526 ,  697 ,  -171  )
( -527 ,  698 ,  -171  )
( -527 ,  699 ,  -172  )
( -527 ,  698 ,  -171  )
( -526 ,  697 ,  -171  )
( -525 ,  697 ,  -172  )
( -524 ,  697 ,  -173  )
( -523 ,  697 ,  -174  )
( -523 ,  696 ,  -173  )
( -523 ,  697 ,  -174  )
( -522 ,  697 ,  -175  )
( -522 ,  698 ,  -176  )
( -522 ,  699 ,  -177  )
( -521 ,  699 ,  -178  )
( -520 ,  699 ,  -179  )
( -521 ,  699 ,  -178  )
( -520 ,  699 ,  -179  )
( -520 ,  700 ,  -180  )
( -519 ,  700 ,  -181  )
( -519 ,  701 ,  -182  )
( -519 ,  702 ,  -183  )
( -518 ,  702 ,  -184  )
( -517 ,  702 ,  -185  )
( -518 ,  702 ,  -184  )
( -518 ,  703 ,  -185  )
( -519 ,  703 ,  -184  )
( -519 ,  704 ,  -185  )
( -519 ,  705 ,  -186  )
( -519 ,  706 ,  -187  )
( -520 ,  707 ,  -187  )
( -519 ,  707 ,  -188  )
( -519 ,  708 ,  -189  )
( -520 ,  709 ,  -189  )
( -520 ,  710 ,  -190  )
( -520 ,  709 ,  -189  )
( -520 ,  710 ,  -190  )
( -520 ,  711 ,  -191  )
( -520 ,  712 ,  -192  )
( -520 ,  711 ,  -191  )
( -520 ,  712 ,  -192  )
( -519 ,  712 ,  -193  )
( -518 ,  712 ,  -194  )
( -517 ,  712 ,  -195  )
( -517 ,  713 ,  -196  )
( -517 ,  712 ,  -195  )
( -517 ,  713 ,  -196  )
( -517 ,  714 ,  -197  )
( -517 ,  713 ,  -196  )
( -517 ,  714 ,  -197  )
( -517 ,  715 ,  -198  )
( -517 ,  716 ,  -199  )
( -517 ,  717 ,  -200  )
( -517 ,  718 ,  -201  )
( -516 ,  718 ,  -202  )
( -515 ,  718 ,  -203  )
( -515 ,  719 ,  -204  )
( -515 ,  720 ,  -205  )
( -515 ,  721 ,  -206  )
( -515 ,  722 ,  -207  )
( -515 ,  723 ,  -208  )
( -516 ,  724 ,  -208  )
( -515 ,  724 ,  -209  )
( -515 ,  725 ,  -210  )
( -515 ,  726 ,  -211  )
( -514 ,  725 ,  -211  )
( -514 ,  726 ,  -212  )
( -514 ,  727 ,  -213  )
( -513 ,  727 ,  -214  )
( -513 ,  728 ,  -215  )
( -514 ,  728 ,  -214  )
( -514 ,  729 ,  -215  )
( -513 ,  728 ,  -215  )
( -514 ,  728 ,  -214  )
( -515 ,  728 ,  -213  )
( -514 ,  728 ,  -214  )
( -513 ,  728 ,  -215  )
( -513 ,  729 ,  -216  )
( -513 ,  730 ,  -217  )
( -514 ,  731 ,  -217  )
( -514 ,  732 ,  -218  )
( -514 ,  733 ,  -219  )
( -515 ,  733 ,  -218  )
( -515 ,  734 ,  -219  )
( -515 ,  735 ,  -220  )
( -515 ,  736 ,  -221  )
( -514 ,  736 ,  -222  )
( -514 ,  737 ,  -223  )
( -514 ,  736 ,  -222  )
( -513 ,  735 ,  -222  )
( -513 ,  736 ,  -223  )
( -513 ,  737 ,  -224  )
( -513 ,  738 ,  -225  )
( -514 ,  739 ,  -225  )
( -514 ,  740 ,  -226  )
( -514 ,  741 ,  -227  )
( -513 ,  741 ,  -228  )
( -512 ,  741 ,  -229  )
( -511 ,  741 ,  -230  )
( -511 ,  742 ,  -231  )
( -511 ,  741 ,  -230  )
( -511 ,  742 ,  -231  )
( -510 ,  742 ,  -232  )
( -510 ,  743 ,  -233  )
( -510 ,  742 ,  -232  )
( -509 ,  742 ,  -233  )
( -508 ,  742 ,  -234  )
( -507 ,  742 ,  -235  )
( -507 ,  743 ,  -236  )
( -507 ,  744 ,  -237  )
( -507 ,  745 ,  -238  )
( -507 ,  746 ,  -239  )
( -507 ,  747 ,  -240  )
( -506 ,  747 ,  -241  )
( -505 ,  746 ,  -241  )
( -504 ,  746 ,  -242  )
( -504 ,  745 ,  -241  )
( -503 ,  745 ,  -242  )
( -503 ,  746 ,  -243  )
( -502 ,  746 ,  -244  )
( -501 ,  746 ,  -245  )
( -501 ,  747 ,  -246  )
( -500 ,  747 ,  -247  )
( -500 ,  748 ,  -248  )
( -499 ,  748 ,  -249  )
( -499 ,  749 ,  -250  )
( -498 ,  749 ,  -251  )
( -498 ,  750 ,  -252  )
( -497 ,  750 ,  -253  )
( -497 ,  751 ,  -254  )
( -497 ,  752 ,  -255  )
( -497 ,  753 ,  -256  )
( -496 ,  752 ,  -256  )
( -495 ,  752 ,  -257  )
( -494 ,  752 ,  -258  )
( -495 ,  753 ,  -258  )
( -494 ,  753 ,  -259  )
( -493 ,  753 ,  -260  )
( -493 ,  754 ,  -261  )
( -492 ,  754 ,  -262  )
( -492 ,  755 ,  -263  )
( -493 ,  756 ,  -263  )
( -492 ,  755 ,  -263  )
( -491 ,  755 ,  -264  )
( -490 ,  755 ,  -265  )
( -489 ,  755 ,  -266  )
( -488 ,  755 ,  -267  )
( -487 ,  755 ,  -268  )
( -488 ,  755 ,  -267  )
( -488 ,  756 ,  -268  )
( -488 ,  757 ,  -269  )
( -487 ,  757 ,  -270  )
( -486 ,  757 ,  -271  )
( -485 ,  757 ,  -272  )
( -484 ,  757 ,  -273  )
( -484 ,  758 ,  -274  )
( -483 ,  758 ,  -275  )
( -483 ,  759 ,  -276  )
( -483 ,  760 ,  -277  )
( -482 ,  760 ,  -278  )
( -481 ,  760 ,  -279  )
( -480 ,  760 ,  -280  )
( -480 ,  761 ,  -281  )
( -479 ,  761 ,  -282  )
( -478 ,  761 ,  -283  )
( -477 ,  761 ,  -284  )
( -477 ,  762 ,  -285  )
( -476 ,  762 ,  -286  )
( -476 ,  763 ,  -287  )
( -476 ,  764 ,  -288  )
( -475 ,  764 ,  -289  )
( -475 ,  765 ,  -290  )
( -476 ,  765 ,  -289  )
( -476 ,  766 ,  -290  )
( -475 ,  766 ,  -291  )
( -475 ,  767 ,  -292  )
( -474 ,  767 ,  -293  )
( -474 ,  768 ,  -294  )
( -474 ,  769 ,  -295  )
( -473 ,  769 ,  -296  )
( -472 ,  769 ,  -297  )
( -472 ,  770 ,  -298  )
( -472 ,  771 ,  -299  )
( -472 ,  772 ,  -300  )
( -472 ,  773 ,  -301  )
( -471 ,  773 ,  -302  )
( -471 ,  774 ,  -303  )
( -471 ,  775 ,  -304  )
( -470 ,  775 ,  -305  )
( -471 ,  776 ,  -305  )
( -471 ,  777 ,  -306  )
( -470 ,  777 ,  -307  )
( -470 ,  776 ,  -306  )
( -470 ,  777 ,  -307  )
( -470 ,  778 ,  -308  )
( -470 ,  779 ,  -309  )
( -469 ,  779 ,  -310  )
( -469 ,  780 ,  -311  )
( -469 ,  779 ,  -310  )
( -468 ,  779 ,  -311  )
( -468 ,  780 ,  -312  )
( -467 ,  780 ,  -313  )
( -467 ,  781 ,  -314  )
( -466 ,  781 ,  -315  )
( -466 ,  782 ,  -316  )
( -465 ,  782 ,  -317  )
( -464 ,  782 ,  -318  )
( -464 ,  783 ,  -319  )
( -464 ,  784 ,  -320  )
( -465 ,  784 ,  -319  )
( -465 ,  783 ,  -318  )
( -464 ,  783 ,  -319  )
( -464 ,  784 ,  -320  )
( -463 ,  784 ,  -321  )
( -463 ,  785 ,  -322  )
( -462 ,  785 ,  -323  )
( -462 ,  786 ,  -324  )
( -461 ,  786 ,  -325  )
( -461 ,  787 ,  -326  )
( -461 ,  788 ,  -327  )
( -461 ,  789 ,  -328  )
( -460 ,  789 ,  -329  )
( -460 ,  790 ,  -330  )
( -460 ,  791 ,  -331  )
( -459 ,  791 ,  -332  )
( -460 ,  792 ,  -332  )
( -459 ,  792 ,  -333  )
( -458 ,  792 ,  -334  )
( -457 ,  792 ,  -335  )
( -458 ,  792 ,  -334  )
( -457 ,  792 ,  -335  )
( -456 ,  792 ,  -336  )
( -455 ,  792 ,  -337  )
( -454 ,  792 ,  -338  )
( -453 ,  792 ,  -339  )
( -453 ,  793 ,  -340  )
( -452 ,  793 ,  -341  )
( -452 ,  794 ,  -342  )
( -451 ,  794 ,  -343  )
( -451 ,  793 ,  -342  )
( -451 ,  792 ,  -341  )
( -450 ,  792 ,  -342  )
( -449 ,  792 ,  -343  )
( -450 ,  793 ,  -343  )
( -450 ,  794 ,  -344  )
( -450 ,  795 ,  -345  )
( -449 ,  794 ,  -345  )
( -448 ,  794 ,  -346  )
( -448 ,  795 ,  -347  )
( -448 ,  796 ,  -348  )
( -448 ,  797 ,  -349  )
( -447 ,  797 ,  -350  )
( -447 ,  798 ,  -351  )
( -446 ,  798 ,  -352  )
( -446 ,  799 ,  -353  )
( -445 ,  799 ,  -354  )
( -444 ,  799 ,  -355  )
( -444 ,  800 ,  -356  )
( -444 ,  801 ,  -357  )
( -443 ,  801 ,  -358  )
( -442 ,  801 ,  -359  )
( -441 ,  801 ,  -360  )
( -440 ,  801 ,  -361  )
( -440 ,  802 ,  -362  )
( -439 ,  802 ,  -363  )
( -439 ,  803 ,  -364  )
( -439 ,  804 ,  -365  )
( -439 ,  805 ,  -366  )
( -438 ,  805 ,  -367  )
( -438 ,  806 ,  -368  )
( -437 ,  806 ,  -369  )
( -437 ,  807 ,  -370  )
( -437 ,  808 ,  -371  )
( -436 ,  808 ,  -372  )
( -436 ,  809 ,  -373  )
( -436 ,  810 ,  -374  )
( -435 ,  810 ,  -375  )
( -434 ,  810 ,  -376  )
( -433 ,  810 ,  -377  )
( -432 ,  809 ,  -377  )
( -431 ,  809 ,  -378  )
( -430 ,  809 ,  -379  )
( -430 ,  810 ,  -380  )
( -430 ,  811 ,  -381  )
( -430 ,  812 ,  -382  )
( -431 ,  812 ,  -381  )
( -430 ,  812 ,  -382  )
( -429 ,  812 ,  -383  )
( -429 ,  813 ,  -384  )
( -430 ,  813 ,  -383  )
( -430 ,  812 ,  -382  )
( -430 ,  813 ,  -383  )
( -429 ,  813 ,  -384  )
( -428 ,  813 ,  -385  )
( -427 ,  812 ,  -385  )
( -426 ,  812 ,  -386  )
( -426 ,  813 ,  -387  )
( -426 ,  814 ,  -388  )
( -427 ,  814 ,  -387  )
( -426 ,  814 ,  -388  )
( -425 ,  814 ,  -389  )
( -426 ,  815 ,  -389  )
( -425 ,  815 ,  -390  )
( -424 ,  815 ,  -391  )
( -423 ,  815 ,  -392  )
( -422 ,  815 ,  -393  )
( -421 ,  814 ,  -393  )
( -420 ,  814 ,  -394  )
( -419 ,  814 ,  -395  )
( -418 ,  814 ,  -396  )
( -418 ,  815 ,  -397  )
( -417 ,  815 ,  -398  )
( -417 ,  816 ,  -399  )
( -416 ,  816 ,  -400  )
( -415 ,  816 ,  -401  )
( -414 ,  816 ,  -402  )
( -414 ,  817 ,  -403  )
( -414 ,  818 ,  -404  )
( -414 ,  819 ,  -405  )
( -413 ,  819 ,  -406  )
( -412 ,  819 ,  -407  )
( -413 ,  819 ,  -406  )
( -412 ,  819 ,  -407  )
( -412 ,  820 ,  -408  )
( -411 ,  820 ,  -409  )
( -410 ,  820 ,  -410  )
( -409 ,  820 ,  -411  )
( -409 ,  821 ,  -412  )
( -409 ,  822 ,  -413  )
( -408 ,  822 ,  -414  )
( -407 ,  822 ,  -415  )
( -407 ,  823 ,  -416  )
( -407 ,  824 ,  -417  )
( -408 ,  825 ,  -417  )
( -407 ,  825 ,  -418  )
( -407 ,  826 ,  -419  )
( -406 ,  826 ,  -420  )
( -406 ,  827 ,  -421  )
( -405 ,  827 ,  -422  )
( -405 ,  828 ,  -423  )
( -405 ,  829 ,  -424  )
( -404 ,  829 ,  -425  )
( -403 ,  829 ,  -426  )
( -402 ,  829 ,  -427  )
( -401 ,  829 ,  -428  )
( -400 ,  829 ,  -429  )
( -399 ,  829 ,  -430  )
( -399 ,  830 ,  -431  )
( -398 ,  830 ,  -432  )
( -398 ,  831 ,  -433  )
( -398 ,  830 ,  -432  )
( -398 ,  831 ,  -433  )
( -397 ,  831 ,  -434  )
( -398 ,  832 ,  -434  )
( -397 ,  832 ,  -435  )
( -396 ,  832 ,  -436  )
( -395 ,  831 ,  -436  )
( -394 ,  831 ,  -437  )
( -393 ,  831 ,  -438  )
( -393 ,  832 ,  -439  )
( -393 ,  833 ,  -440  )
( -392 ,  833 ,  -441  )
( -391 ,  833 ,  -442  )
( -390 ,  833 ,  -443  )
( -389 ,  833 ,  -444  )
( -390 ,  833 ,  -443  )
( -389 ,  833 ,  -444  )
( -388 ,  833 ,  -445  )
( -387 ,  833 ,  -446  )
( -386 ,  832 ,  -446  )
( -386 ,  831 ,  -445  )
( -385 ,  831 ,  -446  )
( -384 ,  831 ,  -447  )
( -383 ,  831 ,  -448  )
( -383 ,  832 ,  -449  )
( -382 ,  832 ,  -450  )
( -382 ,  833 ,  -451  )
( -381 ,  833 ,  -452  )
( -380 ,  833 ,  -453  )
( -380 ,  834 ,  -454  )
( -380 ,  835 ,  -455  )
( -379 ,  835 ,  -456  )
( -379 ,  836 ,  -457  )
( -379 ,  837 ,  -458  )
( -379 ,  838 ,  -459  )
( -378 ,  838 ,  -460  )
( -378 ,  837 ,  -459  )
( -377 ,  837 ,  -460  )
( -378 ,  838 ,  -460  )
( -377 ,  838 ,  -461  )
( -376 ,  838 ,  -462  )
( -375 ,  838 ,  -463  )
( -374 ,  838 ,  -464  )
( -374 ,  839 ,  -465  )
( -375 ,  839 ,  -464  )
( -375 ,  840 ,  -465  )
( -374 ,  840 ,  -466  )
( -373 ,  840 ,  -467  )
( -372 ,  839 ,  -467  )
( -371 ,  839 ,  -468  )
( -370 ,  839 ,  -469  )
( -370 ,  840 ,  -470  )
( -369 ,  839 ,  -470  )
( -368 ,  839 ,  -471  )
( -368 ,  840 ,  -472  )
( -367 ,  839 ,  -472  )
( -366 ,  839 ,  -473  )
( -365 ,  839 ,  -474  )
( -365 ,  840 ,  -475  )
( -365 ,  839 ,  -474  )
( -365 ,  838 ,  -473  )
( -364 ,  838 ,  -474  )
( -363 ,  838 ,  -475  )
( -362 ,  838 ,  -476  )
( -361 ,  838 ,  -477  )
( -360 ,  838 ,  -478  )
( -359 ,  838 ,  -479  )
( -358 ,  837 ,  -479  )
( -357 ,  837 ,  -480  )
( -357 ,  838 ,  -481  )
( -357 ,  839 ,  -482  )
( -356 ,  839 ,  -483  )
( -356 ,  838 ,  -482  )
( -356 ,  839 ,  -483  )
( -355 ,  839 ,  -484  )
( -354 ,  839 ,  -485  )
( -353 ,  839 ,  -486  )
( -352 ,  839 ,  -487  )
( -352 ,  840 ,  -488  )
( -351 ,  840 ,  -489  )
( -350 ,  840 ,  -490  )
( -349 ,  840 ,  -491  )
( -348 ,  840 ,  -492  )
( -348 ,  841 ,  -493  )
( -347 ,  841 ,  -494  )
( -347 ,  842 ,  -495  )
( -346 ,  842 ,  -496  )
( -345 ,  842 ,  -497  )
( -344 ,  842 ,  -498  )
( -343 ,  842 ,  -499  )
( -343 ,  843 ,  -500  )
( -343 ,  844 ,  -501  )
( -343 ,  845 ,  -502  )
( -343 ,  846 ,  -503  )
( -343 ,  847 ,  -504  )
( -343 ,  848 ,  -505  )
( -344 ,  849 ,  -505  )
( -343 ,  849 ,  -506  )
( -343 ,  850 ,  -507  )
( -342 ,  850 ,  -508  )
( -341 ,  850 ,  -509  )
( -340 ,  850 ,  -510  )
( -339 ,  850 ,  -511  )
( -339 ,  851 ,  -512  )
( -340 ,  851 ,  -511  )
( -339 ,  851 ,  -512  )
( -338 ,  851 ,  -513  )
( -338 ,  852 ,  -514  )
( -337 ,  852 ,  -515  )
( -338 ,  853 ,  -515  )
( -338 ,  852 ,  -514  )
( -337 ,  852 ,  -515  )
( -336 ,  852 ,  -516  )
( -335 ,  852 ,  -517  )
( -334 ,  852 ,  -518  )
( -334 ,  853 ,  -519  )
( -333 ,  853 ,  -520  )
( -332 ,  853 ,  -521  )
( -331 ,  853 ,  -522  )
( -330 ,  852 ,  -522  )
( -329 ,  852 ,  -523  )
( -329 ,  853 ,  -524  )
( -329 ,  852 ,  -523  )
( -328 ,  852 ,  -524  )
( -327 ,  852 ,  -525  )
( -326 ,  852 ,  -526  )
( -325 ,  852 ,  -527  )
( -326 ,  853 ,  -527  )
( -325 ,  853 ,  -528  )
( -325 ,  854 ,  -529  )
( -325 ,  855 ,  -530  )
( -324 ,  855 ,  -531  )
( -323 ,  855 ,  -532  )
( -322 ,  855 ,  -533  )
( -321 ,  855 ,  -534  )
( -320 ,  855 ,  -535  )
( -319 ,  855 ,  -536  )
( -318 ,  855 ,  -537  )
( -319 ,  855 ,  -536  )
( -318 ,  855 ,  -537  )
( -318 ,  856 ,  -538  )
( -318 ,  857 ,  -539  )
( -317 ,  857 ,  -540  )
( -317 ,  858 ,  -541  )
( -316 ,  858 ,  -542  )
( -315 ,  858 ,  -543  )
( -314 ,  858 ,  -544  )
( -313 ,  858 ,  -545  )
( -312 ,  858 ,  -546  )
( -312 ,  859 ,  -547  )
( -311 ,  859 ,  -548  )
( -310 ,  858 ,  -548  )
( -309 ,  858 ,  -549  )
( -309 ,  857 ,  -548  )
( -308 ,  857 ,  -549  )
( -308 ,  858 ,  -550  )
( -307 ,  858 ,  -551  )
( -306 ,  858 ,  -552  )
( -306 ,  859 ,  -553  )
( -307 ,  860 ,  -553  )
( -306 ,  860 ,  -554  )
( -305 ,  860 ,  -555  )
( -304 ,  860 ,  -556  )
( -305 ,  860 ,  -555  )
( -306 ,  860 ,  -554  )
( -305 ,  860 ,  -555  )
( -304 ,  860 ,  -556  )
( -303 ,  860 ,  -557  )
( -304 ,  860 ,  -556  )
( -303 ,  860 ,  -557  )
( -302 ,  860 ,  -558  )
( -301 ,  859 ,  -558  )
